id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD003219,C03706,P026,Jan 04 2022,4,326.69,en_cours,Casablanca,carte_bancaire,L034,
CMD028150,C01374,P022,2023-04-03,5,2792.97,en_cours,Casablanca,carte_bancaire,L032,
CMD011325,C00565,P030,2022-06-19,1,162.26,KO,Fès,virement,L010,
CMD026356,C04982,P001,Oct 30 2022,5,14140.73,annulé,Marrakech,mobile_payment,L020,
CMD022332,C07465,P004,05/08/2024,5,6040.1,DONE,Casablanca,carte_bancaire,L040,2024-08-11
CMD044991,C03437,P028,Sep 09 2023,3,380.31,annulé,Kénitra,carte_bancaire,L003,
CMD011531,C05597,P029,Feb 19 2024,5,212.71,en_cours,Rabat,carte_bancaire,L042,
CMD004696,C00643,P025,2024-06-06,3,1088.93,en_cours,Agadir,carte_bancaire,L008,
CMD043833,C04319,P005,16/03/2023,1,10667.25,retourné,TNG,cash_delivery,L039,
CMD023779,C06021,P027,Sep 13 2022,1,247.53,en_cours,Casablanca,carte_bancaire,L025,
CMD005242,C00611,P002,Oct 12 2022,3,10006.13,retourné,TANGER,cash_delivery,L041,
CMD011546,C04328,P015,2024-12-02,2,8257.28,retourne,tanger,carte_bancaire,,
CMD012501,C00419,P032,Dec 25 2024,5,84.4,en_cours,Meknès,cash_delivery,L036,
CMD007339,C06077,P014,2024-03-07,1,382.0,KO,TNG,virement,L026,
CMD007397,C03745,P024,Apr 02 2023,5,1238.05,OK,Tnja,mobile_payment,L042,
CMD039575,C07705,P010,05/08/2024,2,9829.15,retourné,Oujda,cash_delivery,L003,
CMD016751,C05377,P002,2022-03-12,3,11551.03,annule,Oujda,cash_delivery,L030,
CMD025429,C03497,P035,25/06/2024,3,120.7,OK,Kénitra,cash_delivery,L020,
CMD004483,C06455,P004,31/08/2024,2,5766.11,OK,tanger,carte_bancaire,L049,
CMD046080,C04662,P021,23/02/2023,3,567.4,livré,RABAT,carte_bancaire,L016,2023-03-01
CMD049320,C05792,P033,Aug 15 2022,2,135.05,KO,Agadir,mobile_payment,L012,
CMD030961,C07505,P008,2022-11-11,3,12971.35,annulé,Meknès,carte_bancaire,L025,
CMD037252,C05210,P027,Jul 26 2024,1,269.34,livre,fes,cash_delivery,L024,2024-07-29
CMD045123,C01639,P005,Jul 27 2023,1,9771.9,retourné,mkch,virement,L050,
CMD009181,C05047,P013,2022-04-26,2,0.0,annulé,Meknès,carte_bancaire,L028,
CMD013412,C02528,P011,Oct 28 2023,5,3351.46,en_cours,Tnja,cash_delivery,L010,
CMD049625,C03451,P026,2024-05-19,5,307.02,OK,Tnja,carte_bancaire,L038,
CMD040003,C05713,P012,Oct 05 2022,5,1278.66,livré,Agadir,virement,L019,2022-10-12
CMD011907,C00933,P031,2023-06-29,1,77.47,LIVRE,Casablanca,carte_bancaire,L001,2023-07-06
CMD037377,C00679,P015,01/10/2024,5,9690.87,annule,Meknès,carte_bancaire,L029,
CMD027116,C00564,P007,2022-08-01,3,11597.42,LIVRE,Casablanca,cash_delivery,L045,2022-08-08
CMD018618,C07975,P032,21/08/2024,4,77.6,livré,Rabat,mobile_payment,L017,2024-08-27
CMD018723,C07853,P031,Jan 02 2023,5,75.88,DONE,Marrakech,mobile_payment,L025,2023-01-09
CMD045495,C03413,P003,2024-12-21,5,8081.64,livré,TNG,carte_bancaire,L036,2024-12-26
CMD017431,C07753,P027,2022-04-08,4,229.93,retourne,Rabat,mobile_payment,L040,
CMD047370,C04372,P007,09/12/2022,2,13933.79,en_cours,Casablanca,virement,,
CMD043365,C05244,P031,21/10/2022,2,99.14,livré,Tanger,carte_bancaire,L036,2022-10-28
CMD043516,C04051,P012,Aug 27 2022,4,1456.17,livré,Tnja,carte_bancaire,L023,2022-09-02
CMD015121,C04384,P027,Sep 12 2024,3,237.4,retourné,Rabat,mobile_payment,L049,
CMD012879,C06501,P017,Sep 26 2024,3,0.0,OK,Fès,carte_bancaire,L033,
CMD009476,C02110,P019,Jun 15 2024,5,307.58,annulé,Meknès,cash_delivery,L012,
CMD001075,C02690,P033,16/12/2022,5,117.94,DONE,Fès,virement,L037,2022-12-17
CMD014261,C05933,P019,Oct 18 2023,5,348.58,retourné,Marrakech,carte_bancaire,L011,
CMD042973,C03482,P001,05/02/2022,1,12370.93,en_cours,Agadir,mobile_payment,L017,
CMD026856,C06943,P003,May 30 2022,2,7236.31,annule,TNG,virement,L049,
CMD033546,C02683,P035,Oct 03 2022,5,118.17,livré,rbt,cash_delivery,,2022-10-05
CMD048832,C04579,P026,15/05/2023,1,329.59,retourné,fes,carte_bancaire,L018,
CMD043916,C03113,P016,Sep 26 2023,5,6444.48,retourné,Tétouan,mobile_payment,L044,
CMD026225,C00063,P031,2022-05-22,3,92.94,livre,casa,mobile_payment,L040,2022-05-26
CMD045032,C04035,P029,2023-01-06,3,220.64,en_cours,TANGER,carte_bancaire,L009,
CMD009387,C04875,P002,2024-05-22,3,11217.41,livre,Marrakech,cash_delivery,L024,2024-05-23
CMD044866,C06105,P007,Aug 26 2023,4,12020.15,retourné,Casablanca,mobile_payment,L026,
CMD026881,C02079,P005,2022-07-15,2,10945.07,livré,Tnja,cash_delivery,L048,2022-07-18
CMD041879,C03060,P024,2022-08-15,2,1488.88,LIVRE,CASA,carte_bancaire,L033,2022-08-17
CMD012599,C06734,P035,Oct 23 2023,3,135.85,en_cours,Agadir,virement,L047,
CMD006084,C04602,P003,Nov 19 2022,5,8956.5,en_cours,Tétouan,cash_delivery,L012,
CMD025690,C02528,P005,11/12/2023,1,10856.21,KO,Rabat,mobile_payment,L027,
CMD042009,C05817,P011,04/09/2022,2,2673.63,annulé,fes,virement,,
CMD038659,C01691,P013,06/12/2023,2,1019.13,retourné,Agadir,carte_bancaire,L036,
CMD046307,C03464,P005,02/12/2022,4,10164.74,retourné,TNG,virement,L046,
CMD009188,C02526,P002,2024-01-02,1,12858.88,en_cours,CASA,virement,L047,
CMD038774,C07715,P002,2024-03-28,3,11712.16,annule,RABAT,virement,L047,
CMD000566,C03285,P022,02/12/2023,1,2446.29,livré,Rabat,mobile_payment,L025,2023-12-08
CMD020503,C07359,P024,05/06/2023,2,1226.81,en_cours,Tétouan,virement,L025,
CMD005900,C06763,P004,17/11/2024,3,6513.53,annulé,tanger,cash_delivery,L048,
CMD045112,C03922,P005,16/06/2022,3,8916.8,annulé,Fès,mobile_payment,L023,
CMD031569,C06723,P025,2024-08-26,3,854.47,DONE,tanger,carte_bancaire,L017,2024-08-30
CMD013874,C01019,P015,Feb 12 2022,3,8090.94,OK,Oujda,virement,L029,
CMD000841,C07790,P029,29/07/2022,5,228.02,livré,Agadir,carte_bancaire,L022,2022-08-01
CMD036657,C06451,P002,05/05/2023,5,10944.39,retourne,Tanger,cash_delivery,L050,
CMD009835,C03823,P023,2022-09-17,1,1107.77,annulé,Oujda,cash_delivery,L015,
CMD045071,C03993,P033,Apr 13 2022,2,133.66,annule,Meknès,mobile_payment,L005,
CMD040410,C06698,P014,2022-12-24,3,364.61,livré,Tanger,mobile_payment,L028,2022-12-31
CMD045313,C04336,P006,May 19 2022,1,16993.95,en_cours,Meknès,cash_delivery,L003,
CMD032531,C06462,P015,2023-07-06,1,8693.43,en_cours,Marrakech,carte_bancaire,L046,
CMD025040,C01536,P017,Dec 31 2023,3,872.64,en_cours,Rabat,mobile_payment,L002,
CMD035435,C07347,P025,28/07/2022,3,1138.42,annule,Marrakech,virement,L020,
CMD026549,C01638,P013,2024-04-22,4,792.11,livré,Meknès,carte_bancaire,L012,2024-04-23
CMD041583,C04698,P028,2023-11-11,5,376.07,annulé,Tétouan,cash_delivery,L039,
CMD012335,C02454,P024,06/04/2023,3,1435.02,retourné,CASA,virement,L027,
CMD045650,C01477,P016,Oct 10 2022,1,7910.81,livré,Oujda,cash_delivery,L012,2022-10-11
CMD009342,C04904,P032,Mar 28 2024,2,86.29,retourné,RABAT,cash_delivery,L013,
CMD012976,C02660,P006,Sep 09 2023,5,14597.88,DONE,Fès,cash_delivery,L021,2023-09-13
CMD036861,C05507,P026,Feb 06 2022,1,334.93,annulé,fes,mobile_payment,L038,
CMD031616,C06725,P004,Oct 17 2023,1,7391.2,livre,Agadir,virement,L037,2023-10-23
CMD000766,C03181,P002,Aug 11 2024,1,11652.56,livre,TANGER,cash_delivery,L039,2024-08-13
CMD049219,C02867,P005,2022-08-12,2,10617.64,livré,Tanger,mobile_payment,,2022-08-13
CMD048916,C03513,P034,13/06/2024,5,188.37,livré,TNG,virement,L014,2024-06-15
CMD042505,C00776,P015,2023-12-24,1,9496.28,en_cours,Oujda,carte_bancaire,L009,
CMD044443,C01183,P034,2023-02-21,3,151.5,annulé,Fès,virement,L002,
CMD040139,C00948,P002,18/07/2023,2,9871.09,retourné,Casablanca,mobile_payment,L038,
CMD049323,C06543,P027,02/12/2023,5,269.03,retourné,tanger,virement,L016,
CMD037634,C04827,P022,May 09 2023,3,2478.84,KO,RABAT,mobile_payment,L013,
CMD045122,C05368,P015,20/06/2023,3,8836.69,en_cours,Kénitra,cash_delivery,L049,
CMD002621,C06254,P032,2024-02-22,5,81.15,annulé,Oujda,mobile_payment,L048,
CMD044617,C01647,P011,17/04/2023,3,2687.98,LIVRE,TANGER,mobile_payment,L033,2023-04-19
CMD043541,C07124,P012,2023-09-02,5,1466.23,DONE,Oujda,carte_bancaire,L047,2023-09-04
CMD039478,C03547,P020,Oct 12 2022,1,494.43,retourne,Tanger,mobile_payment,L007,
CMD035795,C01646,P003,Aug 31 2022,5,9152.75,KO,Meknès,mobile_payment,L004,
CMD017289,C05502,P007,22/02/2022,1,14274.23,annulé,TNG,virement,L031,
CMD036871,C00125,P006,Mar 28 2022,2,14408.67,livré,Tanger,cash_delivery,,2022-04-03
CMD017683,C00339,P032,2024-09-17,4,84.75,livré,Meknès,cash_delivery,L010,2024-09-20
CMD020126,C07386,P006,Mar 23 2023,5,15763.66,annule,Agadir,virement,L010,
CMD015832,C00446,P009,10/01/2023,3,10395.32,en_cours,Rabat,carte_bancaire,L029,
CMD034791,C03237,P001,2024-04-07,5,12095.25,retourné,mkch,virement,,
CMD018233,C07082,P008,Oct 08 2024,3,13695.41,LIVRE,Fès,mobile_payment,L024,2024-10-09
CMD009386,C06111,P003,2023-02-10,5,8635.67,en_cours,Kénitra,carte_bancaire,L034,
CMD035454,C05981,P010,2022-06-18,4,8273.26,en_cours,Agadir,cash_delivery,L011,
CMD048342,C03016,P035,Jul 16 2022,1,0.0,en_cours,Rabat,virement,L034,
CMD032840,C00488,P010,May 09 2022,3,9892.24,livré,Kénitra,virement,L003,2022-05-11
CMD033794,C03322,P002,23/07/2022,5,10970.78,annule,TANGER,virement,L016,
CMD012752,C01779,P031,21/08/2023,3,0.0,retourné,Meknès,virement,L028,
CMD025789,C01271,P033,25/04/2023,2,135.01,DONE,Rabat,cash_delivery,L033,2023-04-28
CMD025035,C01488,P018,2024-10-08,5,891.64,livré,Agadir,mobile_payment,L036,2024-10-12
CMD030345,C00191,P013,May 23 2024,2,816.4,KO,Tétouan,cash_delivery,L012,
CMD030653,C06956,P015,2024-12-31,4,10096.44,retourne,Kénitra,carte_bancaire,L024,
CMD013909,C02494,P004,Aug 16 2022,3,6684.87,OK,Tétouan,cash_delivery,L009,
CMD033958,C04042,P009,Dec 03 2023,2,12522.22,livré,Casablanca,virement,L041,2023-12-06
CMD023208,C05839,P028,2022-08-16,3,368.53,DONE,Tnja,carte_bancaire,,2022-08-21
CMD046278,C00259,P014,2022-05-07,3,398.13,KO,Tanger,carte_bancaire,L023,
CMD026021,C04552,P022,2024-08-27,5,2477.22,retourné,Agadir,virement,L006,
CMD031588,C04869,P017,23/01/2024,3,1022.07,livre,Marrakech,carte_bancaire,,2024-01-26
CMD003500,C01574,P003,Apr 11 2023,1,9125.69,annule,rbt,virement,L017,
CMD048981,C06865,P015,2023-03-29,3,9741.65,KO,Tétouan,carte_bancaire,,
CMD042514,C05944,P004,2023-03-27,3,6384.16,DONE,Marrakech,cash_delivery,L032,2023-03-30
CMD035478,C00702,P029,2022-03-18,-1,188.28,en_cours,Rabat,virement,L045,
CMD019117,C07213,P017,14/05/2024,1,908.26,livré,Tétouan,carte_bancaire,L004,2024-05-21
CMD020602,C07008,P030,2024-04-01,2,145.79,OK,Kénitra,cash_delivery,L041,
CMD004243,C01277,P026,2024-01-14,1,255.5,annulé,CASA,virement,L048,
CMD020345,C01431,P017,09/10/2022,1,991.79,retourne,Agadir,cash_delivery,L048,
CMD047263,C06197,P008,2022-04-05,5,12389.34,en_cours,Meknès,mobile_payment,L041,
CMD001360,C03487,P003,2023-09-26,4,7623.22,annulé,casa,carte_bancaire,L012,
CMD012932,C05451,P023,14/02/2022,1,1379.63,annule,Casablanca,cash_delivery,L045,
CMD031534,C00098,P005,2024-12-27,5,10514.74,annulé,Oujda,virement,L017,
CMD026149,C06393,P022,29/11/2023,5,2715.61,retourné,Tanger,virement,L047,
CMD017264,C05483,P017,10/06/2023,3,1014.28,en_cours,Marrakech,cash_delivery,L012,
CMD034347,C03081,P017,2023-05-24,3,767.22,en_cours,mkch,mobile_payment,L034,
CMD023958,C07519,P027,Mar 01 2022,4,214.01,livré,Tétouan,cash_delivery,,2022-03-02
CMD001510,C00538,P005,2022-10-15,4,9754.24,livré,rbt,carte_bancaire,L012,2022-10-20
CMD012781,C05630,P017,21/09/2023,4,989.23,OK,RABAT,mobile_payment,L025,
CMD036881,C06401,P001,Feb 14 2022,3,14105.79,en_cours,Rabat,virement,L002,
CMD049265,C00812,P018,11/01/2022,2,789.8,retourné,Tnja,carte_bancaire,L014,
CMD001846,C01452,P009,2024-05-07,1,13443.22,livre,fes,virement,,2024-05-12
CMD027940,C05909,P033,29/08/2022,1,128.82,annulé,Kénitra,mobile_payment,L020,
CMD012244,C04144,P026,13/09/2022,3,318.74,en_cours,TNG,mobile_payment,L007,
CMD007839,C02226,P002,22/04/2022,-1,12556.75,livré,RABAT,carte_bancaire,L005,2022-04-28
CMD006964,C03614,P020,Feb 22 2024,2,383.19,annule,Tanger,carte_bancaire,L043,
CMD027611,C04790,P035,29/10/2023,5,114.19,retourné,TNG,mobile_payment,L031,
CMD047854,C06626,P017,2022-01-31,5,882.18,annulé,Rabat,cash_delivery,L018,
CMD029319,C03261,P024,2024-02-02,4,1171.1,annule,Tanger,mobile_payment,L033,
CMD013770,C07354,P024,Sep 19 2022,4,1303.98,livre,Rabat,cash_delivery,,2022-09-26
CMD015701,C02975,P012,2023-06-28,1,1528.81,en_cours,casa,mobile_payment,L029,
CMD020285,C06621,P002,11/07/2023,4,10284.77,en_cours,Marrakech,virement,,
CMD012003,C03200,P013,20/04/2023,4,0.0,retourné,Fès,carte_bancaire,L016,
CMD004333,C07540,P025,2022-07-10,1,1073.78,retourne,Marrakech,virement,L027,
CMD029673,C03102,P001,2024-01-28,5,13217.22,annulé,TNG,cash_delivery,,
CMD014368,C04298,P004,2024-03-22,4,5807.91,en_cours,Rabat,carte_bancaire,L026,
CMD011679,C00206,P001,01/08/2022,1,14919.24,KO,Fès,mobile_payment,L013,
CMD042662,C01605,P007,Dec 26 2023,2,13230.75,annule,Agadir,carte_bancaire,,
CMD010252,C05987,P004,Nov 21 2023,4,6127.97,DONE,Tétouan,cash_delivery,,2023-11-23
CMD025819,C03873,P010,29/06/2024,3,10234.61,DONE,Tétouan,carte_bancaire,L028,2024-07-06
CMD036383,C02930,P014,18/08/2022,2,440.45,en_cours,RABAT,mobile_payment,L017,
CMD029370,C05315,P022,Jul 28 2023,2,2423.92,retourne,CASA,carte_bancaire,L010,
CMD002109,C04269,P009,2024-04-27,4,12401.58,annulé,TNG,mobile_payment,L008,
CMD012502,C01467,P017,27/03/2022,3,1008.96,retourné,Kénitra,carte_bancaire,L005,
CMD010779,C07496,P010,2023-05-01,1,10243.59,annulé,Rabat,mobile_payment,L029,
CMD028467,C07857,P020,24/11/2023,2,431.96,livre,Rabat,carte_bancaire,L028,2023-11-27
CMD007774,C07489,P005,Jul 22 2024,2,10675.11,livré,Rabat,carte_bancaire,L005,2024-07-24
CMD042184,C05597,P018,Apr 04 2022,3,735.11,KO,casa,mobile_payment,L041,
CMD003645,C05396,P031,Mar 19 2022,5,84.42,DONE,Fès,carte_bancaire,L048,2022-03-25
CMD030172,C06454,P027,Feb 17 2024,5,243.35,DONE,Tanger,cash_delivery,L006,2024-02-19
CMD038092,C05977,P026,Dec 27 2023,4,284.97,livré,Kénitra,cash_delivery,L049,2023-12-29
CMD011352,C03319,P027,Feb 11 2023,4,211.73,OK,Oujda,virement,L023,
CMD036952,C04656,P014,Apr 15 2022,1,0.0,livré,rbt,mobile_payment,L019,2022-04-21
CMD046881,C07597,P019,Dec 27 2024,2,325.62,livre,casa,mobile_payment,L030,2025-01-03
CMD049651,C02598,P022,26/09/2023,5,2530.35,en_cours,Tanger,mobile_payment,L045,
CMD049957,C05766,P002,2024-07-21,2,10880.08,livré,RABAT,carte_bancaire,L024,2024-07-27
CMD044582,C06761,P023,03/12/2023,5,1428.09,en_cours,Fès,cash_delivery,L042,
CMD000637,C06151,P014,23/12/2024,2,457.01,livre,RABAT,virement,L029,2024-12-24
CMD008984,C06322,P017,10/04/2023,3,1003.55,en_cours,Meknès,cash_delivery,L041,
CMD016631,C07638,P022,2024-12-20,1,2358.0,annulé,Casablanca,carte_bancaire,L038,
CMD022667,C07281,P023,2023-08-04,1,1121.43,retourné,Oujda,virement,L026,
CMD004513,C07159,P010,03/12/2024,5,7652.89,livré,Tanger,carte_bancaire,L035,2024-12-06
CMD001194,C05653,P033,05/08/2024,1,133.17,DONE,Tanger,cash_delivery,L018,2024-08-09
CMD032814,C03482,P024,Oct 01 2022,2,1255.6,retourné,TNG,mobile_payment,L044,
CMD040114,C04961,P019,2024-11-05,4,306.76,retourne,Kénitra,cash_delivery,L043,
CMD017361,C04530,P026,Sep 14 2024,4,308.98,livré,Marrakech,virement,L047,2024-09-16
CMD032306,C04719,P004,Nov 01 2022,1,6700.36,annule,Tétouan,cash_delivery,L007,
CMD044027,C06780,P019,Jul 13 2022,5,392.86,annulé,Rabat,carte_bancaire,L044,
CMD013867,C04584,P028,2023-09-29,3,352.95,annulé,Fès,virement,L009,
CMD006787,C00348,P016,25/06/2023,1,7079.72,en_cours,Meknès,carte_bancaire,L042,
CMD002964,C02260,P021,16/02/2022,1,686.64,retourné,rbt,virement,L022,
CMD021948,C04423,P015,Feb 22 2024,1,9754.14,annulé,rbt,carte_bancaire,L024,
CMD009777,C00578,P032,24/04/2022,1,87.39,livré,Marrakech,carte_bancaire,L037,2022-05-01
CMD022077,C03664,P004,18/02/2022,2,6997.28,en_cours,CASA,mobile_payment,L014,
CMD004516,C07273,P028,22/07/2023,3,394.4,OK,Tnja,virement,L036,
CMD009582,C02687,P005,2022-05-02,5,10369.14,en_cours,Kénitra,mobile_payment,L017,
CMD014268,C05858,P012,2023-03-09,4,1420.55,livré,Agadir,carte_bancaire,L032,2023-03-10
CMD003217,C04849,P027,2023-06-21,4,213.14,annule,Tétouan,virement,L017,
CMD034744,C06381,P017,30/07/2023,2,789.14,annule,CASA,cash_delivery,L017,
CMD037298,C03584,P030,14/04/2024,5,134.9,livré,rbt,cash_delivery,L025,2024-04-16
CMD002461,C03426,P010,2024-01-08,5,9772.66,LIVRE,TANGER,virement,L027,2024-01-15
CMD032747,C00643,P029,16/07/2022,4,169.95,livré,Tétouan,cash_delivery,L019,2022-07-20
CMD018067,C01286,P018,2024-12-18,2,739.9,retourné,Tanger,cash_delivery,L029,
CMD039658,C05581,P008,2022-12-09,1,11620.73,DONE,Kénitra,carte_bancaire,L026,2022-12-12
CMD033258,C05326,P029,22/07/2024,5,176.28,annule,Tanger,mobile_payment,L043,
CMD033440,C04640,P020,2024-11-05,4,398.67,KO,Casablanca,mobile_payment,L018,
CMD048830,C03661,P017,13/06/2023,4,853.04,retourné,Agadir,mobile_payment,L041,
CMD042779,C02238,P023,2022-03-29,3,1443.31,en_cours,fes,carte_bancaire,L027,
CMD026624,C04317,P021,2023-04-17,2,523.78,retourné,Fès,cash_delivery,L042,
CMD030789,C00011,P018,2024-07-05,2,877.1,DONE,TANGER,virement,L041,2024-07-11
CMD045133,C01441,P004,Sep 24 2023,3,6334.27,retourné,TANGER,virement,L015,
CMD004152,C02765,P017,Mar 28 2023,2,925.28,retourne,TNG,carte_bancaire,L005,
CMD000433,C07848,P002,2024-12-18,3,11167.81,en_cours,Rabat,cash_delivery,L039,
CMD005168,C06118,P002,Jan 21 2024,2,10041.64,retourné,Rabat,carte_bancaire,L010,
CMD023985,C04922,P025,05/10/2022,3,905.34,en_cours,Tnja,mobile_payment,,
CMD034601,C04558,P033,2024-04-21,1,127.14,livré,Tétouan,virement,L007,2024-04-28
CMD026017,C06084,P004,23/03/2023,4,6962.91,livré,fes,carte_bancaire,L050,2023-03-28
CMD046745,C03101,P034,2024-08-05,1,175.72,OK,Tanger,mobile_payment,L018,
CMD012698,C03578,P011,2022-10-09,4,2751.77,livre,TNG,carte_bancaire,L017,2022-10-13
CMD000038,C07192,P005,14/02/2022,2,9692.67,retourne,rbt,carte_bancaire,L022,
CMD032545,C02088,P005,Oct 01 2022,4,8771.27,livré,Rabat,virement,L026,2022-10-06
CMD033025,C02162,P023,17/04/2023,5,1330.41,KO,Meknès,virement,L010,
CMD032141,C02630,P032,2022-07-23,1,81.38,livre,tanger,mobile_payment,L004,2022-07-27
CMD020373,C03626,P031,07/06/2022,5,82.07,livre,Casablanca,carte_bancaire,L018,2022-06-09
CMD048484,C04167,P030,2022-12-10,2,153.35,livré,Casablanca,virement,L047,2022-12-16
CMD041894,C01384,P032,May 01 2024,5,0.0,annule,fes,virement,L049,
CMD037362,C05940,P003,2023-02-17,2,8399.55,LIVRE,Meknès,carte_bancaire,L027,2023-02-22
CMD000714,C00950,P014,Apr 18 2024,2,408.74,retourné,Fès,carte_bancaire,L031,
CMD000560,C00755,P026,Jul 15 2024,5,302.04,annulé,Rabat,virement,L005,
CMD049571,C03834,P010,05/06/2023,1,9423.88,annulé,TANGER,mobile_payment,,
CMD037090,C01206,P031,29/10/2023,5,97.67,annulé,Tanger,virement,,
CMD035104,C00314,P033,09/03/2024,5,137.29,livré,RABAT,cash_delivery,L008,2024-03-14
CMD013092,C00427,P013,Jan 08 2023,2,877.42,en_cours,Tétouan,virement,L024,
CMD037306,C06011,P034,2024-09-11,4,148.17,DONE,Oujda,carte_bancaire,L008,2024-09-12
CMD012613,C02418,P034,Jul 25 2023,1,165.42,KO,Rabat,mobile_payment,L049,
CMD048207,C06471,P030,Mar 08 2024,3,155.51,en_cours,RABAT,virement,L029,
CMD006132,C06372,P019,2023-04-21,2,361.45,annulé,TNG,cash_delivery,,
CMD025458,C01075,P026,Nov 30 2023,3,307.42,livre,Oujda,cash_delivery,L007,2023-12-01
CMD039771,C03308,P015,2022-11-30,1,8900.28,retourné,casa,carte_bancaire,L010,
CMD030383,C00409,P009,14/05/2022,4,11042.54,annulé,Marrakech,cash_delivery,L008,
CMD013093,C01716,P005,14/08/2024,2,10623.76,en_cours,fes,cash_delivery,L037,
CMD032543,C00098,P004,2023-02-06,1,6159.27,livré,Tétouan,virement,L014,2023-02-09
CMD026326,C01584,P034,2023-07-07,1,180.71,en_cours,TANGER,carte_bancaire,L005,
CMD020685,C06744,P029,Jun 24 2024,3,173.05,livre,Fès,carte_bancaire,,2024-06-28
CMD045878,C05911,P032,Feb 29 2024,1,73.77,OK,Marrakech,mobile_payment,L047,
CMD018891,C02037,P026,21/01/2024,1,277.41,livré,Fès,carte_bancaire,L038,2024-01-26
CMD024715,C02586,P006,17/01/2022,5,15851.11,annulé,rbt,carte_bancaire,L016,
CMD040201,C05903,P008,06/11/2023,1,14155.16,annulé,mkch,virement,L015,
CMD028813,C04452,P004,Dec 04 2022,3,6969.23,livre,RABAT,cash_delivery,L008,2022-12-11
CMD018965,C07423,P013,22/08/2023,3,870.6,en_cours,Fès,cash_delivery,L025,
CMD024816,C01247,P029,2022-08-09,3,194.87,livré,Meknès,carte_bancaire,L047,2022-08-11
CMD013018,C03143,P012,2022-10-13,5,1521.08,en_cours,Tanger,mobile_payment,L012,
CMD013880,C06722,P013,18/02/2022,2,889.22,OK,Meknès,cash_delivery,L036,
CMD003748,C01860,P023,14/05/2023,5,1125.0,retourné,Meknès,mobile_payment,L030,
CMD011601,C02113,P034,24/07/2022,1,153.82,annulé,Fès,cash_delivery,L016,
CMD001598,C07472,P010,May 29 2023,3,9537.03,en_cours,Oujda,virement,L011,
CMD045622,C01030,P034,2022-05-07,3,149.79,en_cours,Kénitra,mobile_payment,L042,
CMD020875,C05190,P029,14/08/2022,3,213.31,retourné,Tanger,virement,L014,
CMD030678,C01381,P009,14/10/2024,1,12629.14,en_cours,Kénitra,mobile_payment,,
CMD049610,C00065,P001,2022-04-28,5,13038.28,LIVRE,Tanger,virement,L045,2022-05-02
CMD014081,C05641,P016,Nov 04 2022,2,6832.86,livré,Rabat,virement,L023,2022-11-05
CMD024313,C07789,P022,Jun 05 2022,4,0.0,retourné,fes,mobile_payment,L042,
CMD009373,C02202,P032,Dec 03 2022,4,70.47,annule,Rabat,mobile_payment,L028,
CMD000168,C04315,P029,Aug 11 2022,1,203.59,retourné,Tétouan,carte_bancaire,L016,
CMD022392,C03107,P019,2022-10-16,1,357.27,livré,fes,virement,,2022-10-21
CMD004303,C04262,P005,07/04/2024,3,10415.11,DONE,Rabat,mobile_payment,L016,2024-04-12
CMD035775,C03385,P006,Jan 20 2022,5,14412.59,livré,Kénitra,mobile_payment,L047,2022-01-23
CMD022695,C05093,P003,Jan 10 2023,3,8117.71,retourné,Kénitra,mobile_payment,L035,
CMD046482,C05180,P035,Sep 05 2022,3,125.59,livré,RABAT,carte_bancaire,L043,2022-09-08
CMD013286,C04191,P023,2022-11-24,2,1148.05,annulé,Oujda,cash_delivery,L001,
CMD024469,C02956,P031,14/05/2022,4,94.21,annulé,Agadir,mobile_payment,L007,
CMD028440,C04490,P002,13/02/2023,3,0.0,en_cours,TNG,carte_bancaire,L019,
CMD007524,C03928,P016,14/10/2022,4,7984.66,en_cours,Rabat,mobile_payment,L007,
CMD038599,C05752,P012,09/10/2023,2,1461.94,annulé,Kénitra,cash_delivery,L010,
CMD042746,C01845,P008,Nov 04 2023,4,11442.82,annulé,TANGER,virement,L048,
CMD043309,C01492,P033,Nov 16 2023,3,115.82,en_cours,Tanger,carte_bancaire,L003,
CMD001560,C01897,P017,Jun 10 2023,1,995.4,annule,fes,mobile_payment,L042,
CMD013314,C06522,P013,17/10/2022,2,934.48,en_cours,Tétouan,virement,L050,
CMD013529,C03576,P009,11/10/2022,3,11771.29,retourné,tanger,virement,,
CMD025018,C03314,P001,03/09/2024,3,11610.2,retourné,casa,cash_delivery,L032,
CMD019318,C02827,P013,2022-03-29,4,844.72,livré,Casablanca,carte_bancaire,L017,2022-03-31
CMD007929,C04199,P008,06/03/2023,5,13216.64,livré,Oujda,mobile_payment,L030,2023-03-11
CMD002108,C01946,P013,2024-02-22,2,1013.6,livre,Fès,cash_delivery,L011,2024-02-26
CMD030364,C04742,P031,09/03/2023,3,90.7,DONE,Casablanca,cash_delivery,L019,2023-03-12
CMD031263,C03806,P004,2024-07-25,2,7431.43,livré,Meknès,virement,L008,2024-07-27
CMD043406,C05592,P008,2023-06-14,2,13272.12,OK,Fès,carte_bancaire,L022,
CMD038217,C01197,P007,May 28 2022,2,13394.6,retourné,fes,cash_delivery,L042,
CMD019466,C06720,P015,12/12/2024,5,8104.23,retourné,Tanger,mobile_payment,L050,
CMD048868,C03262,P011,2024-11-20,2,3332.37,livré,Meknès,mobile_payment,L037,2024-11-26
